id,name,imageUrl,category,location,Count,tasks,order
p21,ネピア プレミアムソフト トイレットロール 1.5倍巻 8ロールダブル 45m巻,https://d2w53g1q050m78.cloudfront.net/shopenepiacom/ec_assets/2b76265ff443420ac144ebf1c280a2cd9ec419f8-original.?1714105584,トイレットペーパー,トイレ用品,2,,20
p22,ネピア プレミアムソフト トイレットロール 1.5倍巻 8ロールシングル 82.5m巻,https://d2w53g1q050m78.cloudfront.net/shopenepiacom/ec_assets/348d85aba7d7365868268198d1d941ea53dc62d8-original.?1714105582,トイレットペーパー,トイレ用品,2,,21
p23,クリネックス 長持ち 8ロール （ダブル）,https://m.media-amazon.com/images/I/71af1N3fn8L._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,2,,22
p24,クリネックス 長持ち 8ロール （シングル）,https://m.media-amazon.com/images/I/71pbZ3BibnL._AC_SL1500_.jpg,トイレットペーパー,トイレ用品,2,,23
p25,スコッティ フラワーパック1.5倍長持ち 8ロール（ダブル）,https://m.media-amazon.com/images/I/61R3JhQSpxL._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,2,,24
p26,スコッティ フラワーパック1.5倍長持ち 8ロール（シングル）,https://m.media-amazon.com/images/I/61kBNKOymJL._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,2,,25
p27,COOP めっちゃ長い トイレットペーパー 250m✕4ロール,https://goods.jccu.coop/lineup/com-images/00226197.jpg,トイレットペーパー,トイレ用品,5,,26
p28,COOP ワンタッチ芯までロール 114mm✕75mW✕6R,https://household.jccu.coop/items_image/4902220028986.jpg,トイレットペーパー,トイレ用品,5,,27
p29,COOP やわらかワンタッチコアノン ダブル 65m✕6ロール,https://goods.jccu.coop/lineup/com-images/00225700.jpg,トイレットペーパー,トイレ用品,5,,28
p30,COOP コアノンロールダブル 75m✕6ロール,https://goods.jccu.coop/lineup/com-images/00225410.jpg,トイレットペーパー,トイレ用品,5,,29
p31,エリエール 消臭プラス トイレットティシュー,https://jp.images-monotaro.com/Monotaro3/pi/full/mono28720503-220524-02.jpg,トイレットペーパー,トイレ用品,3,,30
p32,ネピア ネピネピ トイレットロール 1.5倍巻75m(シングル) ,https://m.media-amazon.com/images/I/613MG-H1NZL._AC_SL1500_.jpg,トイレットペーパー,トイレ用品,4,,31
p33,ネピア ネピネピ トイレットロール 1.5倍巻37.5m(ダブル),https://m.media-amazon.com/images/I/61fdh-Y23bL._AC_SL1500_.jpg,トイレットペーパー,トイレ用品,4,,32
p34,ネピアネピネピメイトトイレットロール 2倍巻【シングル】100m：12ロール,https://tse4.mm.bing.net/th/id/OIP.ZSRyj4VoaTQjrW48eFOemQHaHa?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,トイレットペーパー,トイレ用品,3,,33
p35,ネピアネピネピメイトトイレットロール 2倍巻【ダブル】50m：12ロール,https://tse1.mm.bing.net/th/id/OIP.mr3kd4SxYISzG_fFLHVemQHaHa?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,トイレットペーパー,トイレ用品,3,,34
p36,さくら コンパクト 1200枚✕10個,https://m.media-amazon.com/images/I/81DfBMd9eZL._AC_SY300_SX300_QL70_ML2_.jpg,トイレットペーパー,トイレ用品,4,,35
p37,ナクレ ダブル 12R,https://m.media-amazon.com/images/I/61npQULPAXL._AC_SL1000_.jpg,トイレットペーパー,トイレ用品,4,,36
p38,ナクレ シングル 12R,https://shop.r10s.jp/f034614-otsuchicho/cabinet/09385617/0tsuchi01159_item.jpg?qu554501,トイレットペーパー,トイレ用品,4,,37
p39,エコカラー 花束 ピンク 12ロール ダブル,https://tse1.mm.bing.net/th/id/OIP.f9qPFGbNZqN1fwk4q_9zOQAAAA?cb=thfc1&rs=1&pid=ImgDetMain&o=7&rm=3,トイレットペーパー,トイレ用品,4,,38
p40,COOP トイレットロール ダブル 30m✕12ロール,https://goods.jccu.coop/lineup/com-images/00171791.jpg,トイレットペーパー,トイレ用品,4,,39
p41,COOP コアノンロールシングル 150m✕6ロール,https://goods.jccu.coop/lineup/com-images/00224800.jpg,トイレットペーパー,トイレ用品,8,,40
p42,COOP やわらかワンタッチコアノン シングル 130m✕6ロール,https://goods.jccu.coop/lineup/com-images/00225609.jpg,トイレットペーパー,トイレ用品,8,,41
p43,COOP ワンタッチ芯までロール 114mm✕150m✕6R,https://goods.jccu.coop/lineup/com-images/00212518.jpg,トイレットペーパー,トイレ用品,8,,42
